"NOM_SECTION","District","Bureau","Coderre","Bergeron","Joly","Côté"
"161-097","161-Saint-Henri?Petite-Bourgogne?Pointe-Saint-Charles","97",18,52,33,21
"161-098","161-Saint-Henri?Petite-Bourgogne?Pointe-Saint-Charles","98",9,30,19,15
"161-099","161-Saint-Henri?Petite-Bourgogne?Pointe-Saint-Charles","99",24,26,21,9
"162-001","162-Saint-Paul?Émard","1",12,7,23,6
"162-010","162-Saint-Paul?Émard","10",26,38,46,21
"162-011","162-Saint-Paul?Émard","11",25,25,27,20
"162-012","162-Saint-Paul?Émard","12",17,21,28,10
"162-013","162-Saint-Paul?Émard","13",8,19,20,8
"162-014","162-Saint-Paul?Émard","14",6,6,13,6
"162-015","162-Saint-Paul?Émard","15",24,16,33,9
"162-016","162-Saint-Paul?Émard","16",16,18,24,7
"162-017","162-Saint-Paul?Émard","17",6,14,18,7
"162-018","162-Saint-Paul?Émard","18",27,21,23,18
"162-019","162-Saint-Paul?Émard","19",11,22,23,17
"162-002","162-Saint-Paul?Émard","2",23,16,23,6
"162-020","162-Saint-Paul?Émard","20",21,25,20,11
"162-021","162-Saint-Paul?Émard","21",37,19,25,29
"162-022","162-Saint-Paul?Émard","22",32,19,30,9
"162-023","162-Saint-Paul?Émard","23",11,9,11,6
"162-024","162-Saint-Paul?Émard","24",20,28,43,8
"162-025","162-Saint-Paul?Émard","25",17,21,31,20
"162-026","162-Saint-Paul?Émard","26",10,28,15,4
"162-027","162-Saint-Paul?Émard","27",13,26,21,14
"162-028","162-Saint-Paul?Émard","28",21,16,24,15
"162-029","162-Saint-Paul?Émard","29",18,17,27,10
"162-003","162-Saint-Paul?Émard","3",14,17,11,6
"162-030","162-Saint-Paul?Émard","30",36,16,34,8
"162-031","162-Saint-Paul?Émard","31",22,33,26,14
"162-032","162-Saint-Paul?Émard","32",29,21,34,17
"162-033","162-Saint-Paul?Émard","33",51,31,37,12
"162-034","162-Saint-Paul?Émard","34",32,36,32,14
"162-035","162-Saint-Paul?Émard","35",28,30,34,17
"162-036","162-Saint-Paul?Émard","36",26,15,26,20
"162-037","162-Saint-Paul?Émard","37",33,36,18,13
"162-038","162-Saint-Paul?Émard","38",33,19,25,18
"162-039","162-Saint-Paul?Émard","39",28,30,34,2
"162-004","162-Saint-Paul?Émard","4",26,27,31,19
"162-040","162-Saint-Paul?Émard","40",17,29,46,9
"162-041","162-Saint-Paul?Émard","41",33,21,21,8
"162-042","162-Saint-Paul?Émard","42",33,24,14,11
"162-043","162-Saint-Paul?Émard","43",21,22,25,4
"162-044","162-Saint-Paul?Émard","44",20,37,23,11
"162-045","162-Saint-Paul?Émard","45",30,31,36,20
"162-046","162-Saint-Paul?Émard","46",28,32,32,16
"162-047","162-Saint-Paul?Émard","47",15,30,32,13
"162-048","162-Saint-Paul?Émard","48",34,22,24,10
"162-049","162-Saint-Paul?Émard","49",22,15,29,12
"162-005","162-Saint-Paul?Émard","5",19,44,31,22
"162-050","162-Saint-Paul?Émard","50",29,18,26,5
"162-051","162-Saint-Paul?Émard","51",27,19,25,1
"162-052","162-Saint-Paul?Émard","52",11,14,15,7
"162-053","162-Saint-Paul?Émard","53",21,23,30,15
"162-054","162-Saint-Paul?Émard","54",36,21,31,15
"162-055","162-Saint-Paul?Émard","55",24,35,33,7
"162-056","162-Saint-Paul?Émard","56",27,21,30,9
"162-057","162-Saint-Paul?Émard","57",28,45,23,12
"162-058","162-Saint-Paul?Émard","58",24,30,27,9
"162-059","162-Saint-Paul?Émard","59",21,20,34,16
"162-006","162-Saint-Paul?Émard","6",23,21,27,4
"162-060","162-Saint-Paul?Émard","60",26,21,29,10
"162-602","162-Saint-Paul?Émard","602",88,49,59,30
"162-061","162-Saint-Paul?Émard","61",16,2,31,7
"162-062","162-Saint-Paul?Émard","62",34,21,18,6
"162-063","162-Saint-Paul?Émard","63",24,16,18,4
"162-064","162-Saint-Paul?Émard","64",11,20,19,13
"162-065","162-Saint-Paul?Émard","65",15,24,24,20
"162-066","162-Saint-Paul?Émard","66",22,18,26,15
"162-067","162-Saint-Paul?Émard","67",24,9,26,4
"162-068","162-Saint-Paul?Émard","68",26,22,28,7
"162-069","162-Saint-Paul?Émard","69",24,7,22,4
"162-007","162-Saint-Paul?Émard","7",15,34,35,14
"162-070","162-Saint-Paul?Émard","70",17,29,20,8
"162-071","162-Saint-Paul?Émard","71",26,19,29,9
"162-072","162-Saint-Paul?Émard","72",21,12,20,4
"162-073","162-Saint-Paul?Émard","73",39,15,23,13
"162-074","162-Saint-Paul?Émard","74",26,11,25,9
"162-075","162-Saint-Paul?Émard","75",24,21,25,8
"162-076","162-Saint-Paul?Émard","76",44,26,33,9
"162-077","162-Saint-Paul?Émard","77",31,10,23,3
"162-078","162-Saint-Paul?Émard","78",29,20,12,9
"162-079","162-Saint-Paul?Émard","79",31,16,36,13
"162-008","162-Saint-Paul?Émard","8",42,28,31,28
"162-080","162-Saint-Paul?Émard","80",19,22,17,11
"162-081","162-Saint-Paul?Émard","81",22,17,16,3
"162-082","162-Saint-Paul?Émard","82",22,7,19,14
"162-009","162-Saint-Paul?Émard","9",28,46,27,26
"162-901","162-Saint-Paul?Émard","901",22,12,11,4
"162-902","162-Saint-Paul?Émard","902",43,21,22,9
"162-903","162-Saint-Paul?Émard","903",33,9,12,7
"162-904","162-Saint-Paul?Émard","904",45,20,11,12
"162-905","162-Saint-Paul?Émard","905",32,30,30,11
"162-906","162-Saint-Paul?Émard","906",40,37,9,15
"162-907","162-Saint-Paul?Émard","907",16,9,12,5
"162-908","162-Saint-Paul?Émard","908",20,8,5,8
"162-909","162-Saint-Paul?Émard","909",38,6,25,18
"162-910","162-Saint-Paul?Émard","910",57,13,37,10
"162-911","162-Saint-Paul?Émard","911",51,20,19,25
"162-912","162-Saint-Paul?Émard","912",44,7,14,9
"162-913","162-Saint-Paul?Émard","913",21,15,15,10
"162-914","162-Saint-Paul?Émard","914",56,27,21,16
"171-0NA","171-Champlain?L'╫le-des-Soeurs","001A",12,9,22,9
"171-0NA","171-Champlain?L'╫le-des-Soeurs","001B",40,14,31,20
"171-010","171-Champlain?L'╫le-des-Soeurs","10",56,27,28,28
"171-011","171-Champlain?L'╫le-des-Soeurs","11",17,26,30,14
"171-012","171-Champlain?L'╫le-des-Soeurs","12",37,13,49,40
"171-013","171-Champlain?L'╫le-des-Soeurs","13",35,18,34,40
"171-014","171-Champlain?L'╫le-des-Soeurs","14",29,16,22,16
"171-015","171-Champlain?L'╫le-des-Soeurs","15",33,21,29,22
"171-016","171-Champlain?L'╫le-des-Soeurs","16",42,15,38,19
"171-017","171-Champlain?L'╫le-des-Soeurs","17",32,14,18,36
"171-018","171-Champlain?L'╫le-des-Soeurs","18",30,27,15,15
"171-019","171-Champlain?L'╫le-des-Soeurs","19",24,25,22,21
"171-002","171-Champlain?L'╫le-des-Soeurs","2",19,16,56,19
"171-020","171-Champlain?L'╫le-des-Soeurs","20",32,13,32,36
"171-021","171-Champlain?L'╫le-des-Soeurs","21",21,30,51,35
"171-022","171-Champlain?L'╫le-des-Soeurs","22",35,35,35,36
"171-023","171-Champlain?L'╫le-des-Soeurs","23",33,13,27,25
"171-024","171-Champlain?L'╫le-des-Soeurs","24",30,15,32,25
"171-025","171-Champlain?L'╫le-des-Soeurs","25",22,18,40,17
"171-026","171-Champlain?L'╫le-des-Soeurs","26",48,15,58,30
"171-027","171-Champlain?L'╫le-des-Soeurs","27",25,13,26,17
"171-028","171-Champlain?L'╫le-des-Soeurs","28",20,18,17,19
"171-029","171-Champlain?L'╫le-des-Soeurs","29",22,10,54,20
"171-003","171-Champlain?L'╫le-des-Soeurs","3",63,14,25,17
"171-030","171-Champlain?L'╫le-des-Soeurs","30",17,20,32,18
"171-031","171-Champlain?L'╫le-des-Soeurs","31",29,23,17,11
"171-032","171-Champlain?L'╫le-des-Soeurs","32",33,28,31,15
"171-033","171-Champlain?L'╫le-des-Soeurs","33",33,18,24,15
"171-034","171-Champlain?L'╫le-des-Soeurs","34",29,20,26,22
"171-035","171-Champlain?L'╫le-des-Soeurs","35",14,29,16,7
"171-036","171-Champlain?L'╫le-des-Soeurs","36",17,5,19,6
"171-037","171-Champlain?L'╫le-des-Soeurs","37",23,13,35,17
"171-038","171-Champlain?L'╫le-des-Soeurs","38",23,13,26,27
"171-039","171-Champlain?L'╫le-des-Soeurs","39",17,11,18,12
"171-004","171-Champlain?L'╫le-des-Soeurs","4",27,21,29,24
"171-040","171-Champlain?L'╫le-des-Soeurs","40",19,25,27,19
"171-041","171-Champlain?L'╫le-des-Soeurs","41",13,17,20,18
"171-042","171-Champlain?L'╫le-des-Soeurs","42",41,26,28,31
"171-043","171-Champlain?L'╫le-des-Soeurs","43",40,15,45,24
"171-044","171-Champlain?L'╫le-des-Soeurs","44",26,6,27,32
"171-045","171-Champlain?L'╫le-des-Soeurs","45",38,6,19,15
"171-046","171-Champlain?L'╫le-des-Soeurs","46",23,7,23,26
"171-047","171-Champlain?L'╫le-des-Soeurs","47",36,14,41,23
"171-048","171-Champlain?L'╫le-des-Soeurs","48",41,13,42,27
"171-049","171-Champlain?L'╫le-des-Soeurs","49",42,7,38,21
"171-005","171-Champlain?L'╫le-des-Soeurs","5",31,24,41,13
"171-050","171-Champlain?L'╫le-des-Soeurs","50",28,19,23,4
"171-051","171-Champlain?L'╫le-des-Soeurs","51",21,23,40,14
"171-052","171-Champlain?L'╫le-des-Soeurs","52",18,34,24,19
"171-053","171-Champlain?L'╫le-des-Soeurs","53",29,14,15,11
"171-054","171-Champlain?L'╫le-des-Soeurs","54",18,33,30,5
"171-055","171-Champlain?L'╫le-des-Soeurs","55",17,32,24,1
"171-056","171-Champlain?L'╫le-des-Soeurs","56",14,25,28,14
"171-057","171-Champlain?L'╫le-des-Soeurs","57",52,22,13,13
"171-058","171-Champlain?L'╫le-des-Soeurs","58",10,37,16,3
"171-059","171-Champlain?L'╫le-des-Soeurs","59",13,19,17,5
"171-006","171-Champlain?L'╫le-des-Soeurs","6",41,23,23,22
"171-060","171-Champlain?L'╫le-des-Soeurs","60",10,15,25,7
"171-601","171-Champlain?L'╫le-des-Soeurs","601",233,129,174,123
"171-061","171-Champlain?L'╫le-des-Soeurs","61",17,23,22,10
"171-062","171-Champlain?L'╫le-des-Soeurs","62",20,26,27,13
"171-063","171-Champlain?L'╫le-des-Soeurs","63",12,29,29,9
"171-064","171-Champlain?L'╫le-des-Soeurs","64",13,32,26,5
"171-065","171-Champlain?L'╫le-des-Soeurs","65",18,35,37,20
"171-066","171-Champlain?L'╫le-des-Soeurs","66",10,28,35,9
"171-067","171-Champlain?L'╫le-des-Soeurs","67",11,27,25,11
"171-068","171-Champlain?L'╫le-des-Soeurs","68",18,32,26,6
"171-069","171-Champlain?L'╫le-des-Soeurs","69",11,46,26,10
"171-007","171-Champlain?L'╫le-des-Soeurs","7",31,22,20,39
"171-070","171-Champlain?L'╫le-des-Soeurs","70",23,27,32,9
"171-071","171-Champlain?L'╫le-des-Soeurs","71",14,26,22,6
"171-072","171-Champlain?L'╫le-des-Soeurs","72",12,29,15,6
"171-073","171-Champlain?L'╫le-des-Soeurs","73",14,29,18,6
"171-074","171-Champlain?L'╫le-des-Soeurs","74",18,19,29,14
"171-075","171-Champlain?L'╫le-des-Soeurs","75",12,21,31,5
"171-076","171-Champlain?L'╫le-des-Soeurs","76",13,31,19,5
"171-077","171-Champlain?L'╫le-des-Soeurs","77",6,23,17,5
"171-078","171-Champlain?L'╫le-des-Soeurs","78",15,21,23,8
"171-079","171-Champlain?L'╫le-des-Soeurs","79",16,37,27,7
"171-008","171-Champlain?L'╫le-des-Soeurs","8",36,12,17,36
"171-080","171-Champlain?L'╫le-des-Soeurs","80",19,12,22,4
"171-081","171-Champlain?L'╫le-des-Soeurs","81",29,32,20,7
"171-082","171-Champlain?L'╫le-des-Soeurs","82",21,29,30,7
"171-083","171-Champlain?L'╫le-des-Soeurs","83",18,23,18,10
"171-084","171-Champlain?L'╫le-des-Soeurs","84",24,20,18,19
"171-085","171-Champlain?L'╫le-des-Soeurs","85",15,24,22,16
"171-086","171-Champlain?L'╫le-des-Soeurs","86",9,15,20,14
"171-087","171-Champlain?L'╫le-des-Soeurs","87",20,32,30,13
"171-088","171-Champlain?L'╫le-des-Soeurs","88",22,39,41,9
"171-089","171-Champlain?L'╫le-des-Soeurs","89",17,31,17,10
"171-009","171-Champlain?L'╫le-des-Soeurs","9",23,32,33,20
"171-090","171-Champlain?L'╫le-des-Soeurs","90",16,36,25,13
"171-901","171-Champlain?L'╫le-des-Soeurs","901",54,6,19,22
"171-902","171-Champlain?L'╫le-des-Soeurs","902",74,13,33,38
"171-903","171-Champlain?L'╫le-des-Soeurs","903",57,12,33,30
"171-904","171-Champlain?L'╫le-des-Soeurs","904",61,16,43,29
"171-905","171-Champlain?L'╫le-des-Soeurs","905",48,3,29,26
"171-906","171-Champlain?L'╫le-des-Soeurs","906",45,9,24,22
"171-907","171-Champlain?L'╫le-des-Soeurs","907",24,14,17,14
"171-908","171-Champlain?L'╫le-des-Soeurs","908",48,8,19,30
"171-909","171-Champlain?L'╫le-des-Soeurs","909",41,1,20,14
"171-091","171-Champlain?L'╫le-des-Soeurs","91",22,40,30,11
"171-910","171-Champlain?L'╫le-des-Soeurs","910",59,28,27,15
"171-911","171-Champlain?L'╫le-des-Soeurs","911",36,11,13,7
"171-912","171-Champlain?L'╫le-des-Soeurs","912",23,21,26,11
"171-913","171-Champlain?L'╫le-des-Soeurs","913",28,15,25,3
"171-914","171-Champlain?L'╫le-des-Soeurs","914",23,16,20,11
"171-915","171-Champlain?L'╫le-des-Soeurs","915",27,18,14,7
"171-916","171-Champlain?L'╫le-des-Soeurs","916",23,15,14,13
"171-917","171-Champlain?L'╫le-des-Soeurs","917",42,28,24,12
"171-918","171-Champlain?L'╫le-des-Soeurs","918",24,12,22,12
"171-092","171-Champlain?L'╫le-des-Soeurs","92",12,30,20,12
"171-093","171-Champlain?L'╫le-des-Soeurs","93",27,20,22,16
"171-094","171-Champlain?L'╫le-des-Soeurs","94",24,22,29,9
"171-095","171-Champlain?L'╫le-des-Soeurs","95",19,29,21,16
"171-096","171-Champlain?L'╫le-des-Soeurs","96",24,18,19,15
"171-097","171-Champlain?L'╫le-des-Soeurs","97",22,22,20,10
"171-098","171-Champlain?L'╫le-des-Soeurs","98",14,14,22,4
"172-001","172-Desmarchais-Crawford","1",6,35,25,5
"172-010","172-Desmarchais-Crawford","10",8,22,37,9
"172-011","172-Desmarchais-Crawford","11",10,20,17,3
"172-012","172-Desmarchais-Crawford","12",29,30,35,28
"172-013","172-Desmarchais-Crawford","13",29,24,28,16
"172-014","172-Desmarchais-Crawford","14",16,15,21,12
"172-015","172-Desmarchais-Crawford","15",10,30,28,10
"172-016","172-Desmarchais-Crawford","16",22,22,30,3
"172-017","172-Desmarchais-Crawford","17",13,21,26,9
"172-018","172-Desmarchais-Crawford","18",23,29,26,16
"172-019","172-Desmarchais-Crawford","19",22,30,38,9
"172-002","172-Desmarchais-Crawford","2",11,32,17,18
"172-020","172-Desmarchais-Crawford","20",14,9,21,2
"172-021","172-Desmarchais-Crawford","21",23,41,21,5
"172-022","172-Desmarchais-Crawford","22",14,50,28,12
"172-023","172-Desmarchais-Crawford","23",12,26,23,8
"172-024","172-Desmarchais-Crawford","24",11,38,20,6
"172-025","172-Desmarchais-Crawford","25",33,29,35,5
"172-026","172-Desmarchais-Crawford","26",10,17,23,4
"172-027","172-Desmarchais-Crawford","27",13,19,16,11
"172-028","172-Desmarchais-Crawford","28",23,24,18,10
"172-029","172-Desmarchais-Crawford","29",11,20,18,10
"172-003","172-Desmarchais-Crawford","3",21,26,28,17
"172-030","172-Desmarchais-Crawford","30",26,32,18,10
"172-031","172-Desmarchais-Crawford","31",20,30,39,13
"172-032","172-Desmarchais-Crawford","32",16,21,29,11
"172-033","172-Desmarchais-Crawford","33",9,21,34,11
"172-034","172-Desmarchais-Crawford","34",27,22,28,12
"172-035","172-Desmarchais-Crawford","35",22,24,33,9
"172-036","172-Desmarchais-Crawford","36",20,15,37,6
"172-037","172-Desmarchais-Crawford","37",23,29,35,13
"172-038","172-Desmarchais-Crawford","38",21,33,26,6
"172-039","172-Desmarchais-Crawford","39",10,15,12,11
"172-004","172-Desmarchais-Crawford","4",14,23,29,4
"172-040","172-Desmarchais-Crawford","40",9,19,22,11
"172-041","172-Desmarchais-Crawford","41",9,14,6,3
"172-042","172-Desmarchais-Crawford","42",17,22,31,3
"172-043","172-Desmarchais-Crawford","43",17,28,26,7
"172-044","172-Desmarchais-Crawford","44",5,23,16,4
"172-045","172-Desmarchais-Crawford","45",24,23,39,10
"172-046","172-Desmarchais-Crawford","46",22,18,24,14
"172-047","172-Desmarchais-Crawford","47",33,38,26,11
"172-048","172-Desmarchais-Crawford","48",33,27,38,16
"172-049","172-Desmarchais-Crawford","49",31,26,20,10
"172-005","172-Desmarchais-Crawford","5",13,35,23,12
"172-050","172-Desmarchais-Crawford","50",24,28,21,17
"172-051","172-Desmarchais-Crawford","51",29,33,26,8
"172-052","172-Desmarchais-Crawford","52",14,19,17,5
"172-053","172-Desmarchais-Crawford","53",15,39,25,16
"172-054","172-Desmarchais-Crawford","54",16,40,23,15
"172-055","172-Desmarchais-Crawford","55",20,36,35,12
"172-056","172-Desmarchais-Crawford","56",14,36,29,13
"172-057","172-Desmarchais-Crawford","57",24,16,46,9
"172-058","172-Desmarchais-Crawford","58",26,29,25,11
"172-059","172-Desmarchais-Crawford","59",35,23,30,6
"172-006","172-Desmarchais-Crawford","6",18,26,32,9
"172-060","172-Desmarchais-Crawford","60",38,22,33,5
"172-602","172-Desmarchais-Crawford","602",269,152,170,99
"172-061","172-Desmarchais-Crawford","61",31,33,50,16
"172-062","172-Desmarchais-Crawford","62",9,6,7,7
"172-063","172-Desmarchais-Crawford","63",32,14,19,21
"172-064","172-Desmarchais-Crawford","64",33,16,21,7
"172-065","172-Desmarchais-Crawford","65",9,19,16,4
"172-066","172-Desmarchais-Crawford","66",25,52,40,18
"172-067","172-Desmarchais-Crawford","67",10,20,15,18
"172-068","172-Desmarchais-Crawford","68",25,24,29,16
"172-069","172-Desmarchais-Crawford","69",17,54,27,16
"172-007","172-Desmarchais-Crawford","7",14,19,20,7
"172-070","172-Desmarchais-Crawford","70",26,54,43,18
"172-071","172-Desmarchais-Crawford","71",23,62,44,32
"172-072","172-Desmarchais-Crawford","72",21,31,30,13
"172-073","172-Desmarchais-Crawford","73",21,24,35,10
"172-074","172-Desmarchais-Crawford","74",18,20,32,3
"172-075","172-Desmarchais-Crawford","75",24,31,39,10
"172-076","172-Desmarchais-Crawford","76",22,37,39,21
"172-077","172-Desmarchais-Crawford","77",21,25,35,7
"172-078","172-Desmarchais-Crawford","78",13,16,31,8
"172-079","172-Desmarchais-Crawford","79",28,16,30,7
"172-008","172-Desmarchais-Crawford","8",24,14,31,11
"172-080","172-Desmarchais-Crawford","80",36,30,47,7
"172-081","172-Desmarchais-Crawford","81",31,37,20,6
"172-082","172-Desmarchais-Crawford","82",27,15,32,6
"172-083","172-Desmarchais-Crawford","83",46,20,30,12
"172-084","172-Desmarchais-Crawford","84",23,21,33,4
"172-085","172-Desmarchais-Crawford","85",20,27,34,28
"172-009","172-Desmarchais-Crawford","9",14,37,21,8
"172-901","172-Desmarchais-Crawford","901",16,15,12,8
"172-902","172-Desmarchais-Crawford","902",33,21,18,13
"172-903","172-Desmarchais-Crawford","903",24,17,15,7
"172-904","172-Desmarchais-Crawford","904",30,21,28,3
"172-905","172-Desmarchais-Crawford","905",23,12,15,4
"172-906","172-Desmarchais-Crawford","906",25,14,23,8
"172-907","172-Desmarchais-Crawford","907",21,11,20,6
"172-908","172-Desmarchais-Crawford","908",34,7,15,6
"172-909","172-Desmarchais-Crawford","909",31,10,27,5
"172-910","172-Desmarchais-Crawford","910",33,19,28,13
"172-911","172-Desmarchais-Crawford","911",44,12,22,2
"172-912","172-Desmarchais-Crawford","912",50,16,24,8
"172-913","172-Desmarchais-Crawford","913",37,13,24,10
"172-914","172-Desmarchais-Crawford","914",47,12,18,5
"172-915","172-Desmarchais-Crawford","915",38,11,28,9
"181-001","181-Peter-McGill","1",9,5,13,5
"181-010","181-Peter-McGill","10",24,4,28,11
"181-011","181-Peter-McGill","11",17,10,55,31
"181-012","181-Peter-McGill","12",27,9,28,28
"181-013","181-Peter-McGill","13",24,5,31,30
"181-014","181-Peter-McGill","14",28,14,30,12
"181-015","181-Peter-McGill","15",27,22,37,18
"181-016","181-Peter-McGill","16",23,10,24,4
"181-017","181-Peter-McGill","17",11,4,15,5
"181-018","181-Peter-McGill","18",13,6,14,4
"181-019","181-Peter-McGill","19",8,8,16,5
"181-002","181-Peter-McGill","2",17,3,16,7
"181-020","181-Peter-McGill","20",12,7,18,12
"181-021","181-Peter-McGill","21",19,24,49,12
"181-022","181-Peter-McGill","22",16,8,58,33
"181-023","181-Peter-McGill","23",21,14,36,22
"181-024","181-Peter-McGill","24",34,7,38,7
"181-025","181-Peter-McGill","25",33,3,65,12
"181-026","181-Peter-McGill","26",18,29,27,11
"181-027","181-Peter-McGill","27",13,9,11,7
"181-028","181-Peter-McGill","28",20,17,10,4
"181-029","181-Peter-McGill","29",20,12,13,10
"181-003","181-Peter-McGill","3",22,7,30,14
"181-030","181-Peter-McGill","30",13,6,14,5
"181-031","181-Peter-McGill","31",33,6,39,27
"181-032","181-Peter-McGill","32",31,5,30,21
"181-033","181-Peter-McGill","33",13,10,9,1
"181-034","181-Peter-McGill","34",11,10,8,4
"181-035","181-Peter-McGill","35",8,18,48,8
"181-036","181-Peter-McGill","36",13,6,15,5
"181-037","181-Peter-McGill","37",18,23,21,6
"181-038","181-Peter-McGill","38",6,9,15,7
"181-039","181-Peter-McGill","39",12,12,29,14
"181-004","181-Peter-McGill","4",35,10,29,17
"181-040","181-Peter-McGill","40",30,17,54,16
"181-041","181-Peter-McGill","41",13,12,36,12
"181-042","181-Peter-McGill","42",15,11,22,6
"181-043","181-Peter-McGill","43",18,5,9,12
"181-044","181-Peter-McGill","44",30,23,30,12
"181-045","181-Peter-McGill","45",17,5,33,13
"181-046","181-Peter-McGill","46",15,8,12,2
"181-047","181-Peter-McGill","47",12,10,28,7
"181-048","181-Peter-McGill","48",49,13,46,12
"181-049","181-Peter-McGill","49",17,10,31,9
"181-005","181-Peter-McGill","5",31,7,27,15
"181-050","181-Peter-McGill","50",14,26,37,14
"181-051","181-Peter-McGill","51",40,23,46,27
"181-052","181-Peter-McGill","52",25,11,41,10
"181-053","181-Peter-McGill","53",29,22,32,15
"181-054","181-Peter-McGill","54",29,32,44,20
"181-055","181-Peter-McGill","55",30,24,35,20
"181-056","181-Peter-McGill","56",35,35,69,16
"181-006","181-Peter-McGill","6",9,10,20,5
"181-601","181-Peter-McGill","601",81,26,83,60
"181-007","181-Peter-McGill","7",18,12,17,13
"181-008","181-Peter-McGill","8",26,13,45,18
"181-009","181-Peter-McGill","9",44,9,41,22
"181-901","181-Peter-McGill","901",18,2,13,14
"181-902","181-Peter-McGill","902",35,5,19,16
"181-903","181-Peter-McGill","903",26,9,33,9
"181-904","181-Peter-McGill","904",19,5,12,7
"181-905","181-Peter-McGill","905",27,7,13,5
"181-906","181-Peter-McGill","906",23,1,13,12
"181-907","181-Peter-McGill","907",11,2,10,8
"181-908","181-Peter-McGill","908",3,1,3,3
"181-909","181-Peter-McGill","909",7,1,9,3
"181-910","181-Peter-McGill","910",6,5,12,2
"182-0NA","182-Saint-Jacques","036A",7,11,14,1
"182-0NA","182-Saint-Jacques","036B",3,1,0,0
"182-001","182-Saint-Jacques","1",25,51,33,12
"182-010","182-Saint-Jacques","10",13,38,36,13
"182-011","182-Saint-Jacques","11",17,51,31,18
"182-012","182-Saint-Jacques","12",18,31,42,20
"182-013","182-Saint-Jacques","13",20,24,23,12
"182-014","182-Saint-Jacques","14",12,59,30,23
"182-015","182-Saint-Jacques","15",14,63,34,33
"182-016","182-Saint-Jacques","16",18,38,25,13
"182-017","182-Saint-Jacques","17",23,11,8,13
"182-018","182-Saint-Jacques","18",25,46,51,17
"182-019","182-Saint-Jacques","19",13,30,40,12
"182-002","182-Saint-Jacques","2",29,31,34,17
"182-020","182-Saint-Jacques","20",16,17,13,8
"182-021","182-Saint-Jacques","21",20,36,36,12
"182-022","182-Saint-Jacques","22",9,15,38,12
"182-023","182-Saint-Jacques","23",28,47,29,16
"182-024","182-Saint-Jacques","24",24,25,34,9
"182-025","182-Saint-Jacques","25",28,36,24,25
"182-026","182-Saint-Jacques","26",19,26,36,28
"182-027","182-Saint-Jacques","27",30,15,42,20
"182-028","182-Saint-Jacques","28",62,20,34,25
"182-029","182-Saint-Jacques","29",22,15,27,14
"182-003","182-Saint-Jacques","3",23,56,44,15
"182-030","182-Saint-Jacques","30",31,31,44,18
"182-031","182-Saint-Jacques","31",25,50,50,19
"182-032","182-Saint-Jacques","32",23,30,27,17
"182-033","182-Saint-Jacques","33",15,39,26,8
"182-034","182-Saint-Jacques","34",22,25,24,9
"182-035","182-Saint-Jacques","35",16,25,15,11
"182-037","182-Saint-Jacques","37",28,10,23,13
"182-038","182-Saint-Jacques","38",6,35,35,10
"182-039","182-Saint-Jacques","39",22,28,23,18
"182-004","182-Saint-Jacques","4",24,63,49,19
"182-040","182-Saint-Jacques","40",40,38,30,29
"182-041","182-Saint-Jacques","41",59,14,12,17
"182-042","182-Saint-Jacques","42",56,8,15,20
"182-043","182-Saint-Jacques","43",33,53,39,33
"182-044","182-Saint-Jacques","44",16,36,34,10
"182-045","182-Saint-Jacques","45",17,32,25,9
"182-046","182-Saint-Jacques","46",33,24,28,20
"182-047","182-Saint-Jacques","47",20,11,14,1
"182-048","182-Saint-Jacques","48",15,38,44,6
"182-049","182-Saint-Jacques","49",9,23,40,16
"182-005","182-Saint-Jacques","5",28,42,35,20
"182-050","182-Saint-Jacques","50",17,6,6,2
"182-051","182-Saint-Jacques","51",28,16,28,12
"182-052","182-Saint-Jacques","52",10,23,24,21
"182-053","182-Saint-Jacques","53",27,26,47,21
"182-054","182-Saint-Jacques","54",9,20,27,3
"182-055","182-Saint-Jacques","55",46,42,39,57
"182-056","182-Saint-Jacques","56",21,26,44,12
"182-057","182-Saint-Jacques","57",17,55,35,15
"182-058","182-Saint-Jacques","58",33,23,44,20
"182-059","182-Saint-Jacques","59",47,19,31,39
"182-006","182-Saint-Jacques","6",13,37,33,11
"182-602","182-Saint-Jacques","602",214,120,243,125
"182-007","182-Saint-Jacques","7",21,57,33,15
"182-008","182-Saint-Jacques","8",17,11,11,8
"182-009","182-Saint-Jacques","9",7,47,23,14
"182-901","182-Saint-Jacques","901",48,20,28,16
"182-902","182-Saint-Jacques","902",38,36,36,14
"182-903","182-Saint-Jacques","903",55,22,25,37
"182-904","182-Saint-Jacques","904",41,19,27,13
"182-905","182-Saint-Jacques","905",12,6,23,10
"182-906","182-Saint-Jacques","906",52,32,0,23
"182-907","182-Saint-Jacques","907",30,16,28,18
"182-908","182-Saint-Jacques","908",13,12,21,6
"182-909","182-Saint-Jacques","909",10,16,18,15
"182-910","182-Saint-Jacques","910",24,14,18,14
"183-001","183-Sainte-Marie","1",37,63,51,15
"183-010","183-Sainte-Marie","10",26,31,27,8
"183-011","183-Sainte-Marie","11",18,31,24,12
"183-012","183-Sainte-Marie","12",42,24,32,13
"183-013","183-Sainte-Marie","13",25,71,56,22
"183-014","183-Sainte-Marie","14",20,27,30,11
"183-015","183-Sainte-Marie","15",15,30,31,9
"183-016","183-Sainte-Marie","16",28,47,36,11
"183-017","183-Sainte-Marie","17",17,59,47,17
"183-018","183-Sainte-Marie","18",10,72,28,16
"183-019","183-Sainte-Marie","19",17,63,29,15
