"NOM_SECTION","District","Bureau","Coderre","Bergeron","Joly","Côté"
"113-063","113-Jeanne-Mance","63",14,54,33,24
"113-064","113-Jeanne-Mance","64",16,32,19,11
"113-065","113-Jeanne-Mance","65",15,36,28,20
"113-066","113-Jeanne-Mance","66",11,19,22,11
"113-067","113-Jeanne-Mance","67",16,24,17,9
"113-068","113-Jeanne-Mance","68",7,17,24,7
"113-069","113-Jeanne-Mance","69",19,7,13,16
"113-007","113-Jeanne-Mance","7",12,69,30,44
"113-070","113-Jeanne-Mance","70",10,15,27,6
"113-008","113-Jeanne-Mance","8",6,63,28,25
"113-009","113-Jeanne-Mance","9",10,25,16,14
"113-901","113-Jeanne-Mance","901",25,69,33,34
"113-902","113-Jeanne-Mance","902",27,40,33,16
"113-903","113-Jeanne-Mance","903",15,35,27,15
"113-904","113-Jeanne-Mance","904",24,42,26,21
"113-905","113-Jeanne-Mance","905",7,21,13,5
"113-906","113-Jeanne-Mance","906",12,23,15,5
"113-907","113-Jeanne-Mance","907",11,16,16,26
"113-908","113-Jeanne-Mance","908",21,36,25,24
"113-909","113-Jeanne-Mance","909",28,20,16,20
"113-910","113-Jeanne-Mance","910",64,35,28,30
"113-911","113-Jeanne-Mance","911",38,37,28,18
"113-912","113-Jeanne-Mance","912",26,18,16,12
"012-001","12-Saint-Sulpice","1",47,27,29,35
"012-010","12-Saint-Sulpice","10",33,53,39,27
"012-011","12-Saint-Sulpice","11",24,6,2,16
"012-012","12-Saint-Sulpice","12",34,40,31,28
"012-013","12-Saint-Sulpice","13",54,15,11,17
"012-014","12-Saint-Sulpice","14",26,39,33,35
"012-015","12-Saint-Sulpice","15",23,21,24,20
"012-016","12-Saint-Sulpice","16",30,36,20,19
"012-017","12-Saint-Sulpice","17",43,16,25,26
"012-018","12-Saint-Sulpice","18",38,50,32,31
"012-019","12-Saint-Sulpice","19",32,52,49,33
"012-002","12-Saint-Sulpice","2",39,49,45,22
"012-020","12-Saint-Sulpice","20",36,44,39,31
"012-021","12-Saint-Sulpice","21",34,24,25,19
"012-022","12-Saint-Sulpice","22",28,22,39,15
"012-023","12-Saint-Sulpice","23",25,14,13,3
"012-024","12-Saint-Sulpice","24",21,38,37,37
"012-025","12-Saint-Sulpice","25",26,19,32,14
"012-026","12-Saint-Sulpice","26",21,15,18,14
"012-027","12-Saint-Sulpice","27",38,24,35,23
"012-028","12-Saint-Sulpice","28",21,27,12,8
"012-029","12-Saint-Sulpice","29",29,24,29,20
"012-003","12-Saint-Sulpice","3",55,53,39,30
"012-030","12-Saint-Sulpice","30",22,35,27,15
"012-031","12-Saint-Sulpice","31",25,42,44,20
"012-032","12-Saint-Sulpice","32",46,37,27,8
"012-033","12-Saint-Sulpice","33",32,44,36,13
"012-034","12-Saint-Sulpice","34",20,58,26,10
"012-035","12-Saint-Sulpice","35",22,25,18,11
"012-036","12-Saint-Sulpice","36",22,39,32,15
"012-037","12-Saint-Sulpice","37",24,45,31,9
"012-038","12-Saint-Sulpice","38",29,35,28,11
"012-039","12-Saint-Sulpice","39",33,47,38,21
"012-004","12-Saint-Sulpice","4",56,43,44,33
"012-040","12-Saint-Sulpice","40",18,25,17,11
"012-041","12-Saint-Sulpice","41",13,54,32,16
"012-042","12-Saint-Sulpice","42",23,61,32,11
"012-043","12-Saint-Sulpice","43",23,39,31,6
"012-044","12-Saint-Sulpice","44",22,43,34,13
"012-045","12-Saint-Sulpice","45",13,43,23,3
"012-046","12-Saint-Sulpice","46",29,35,39,20
"012-047","12-Saint-Sulpice","47",23,50,34,17
"012-048","12-Saint-Sulpice","48",42,22,37,5
"012-049","12-Saint-Sulpice","49",33,19,42,12
"012-005","12-Saint-Sulpice","5",39,48,48,31
"012-050","12-Saint-Sulpice","50",39,19,29,4
"012-051","12-Saint-Sulpice","51",46,21,34,12
"012-052","12-Saint-Sulpice","52",48,14,37,16
"012-053","12-Saint-Sulpice","53",43,14,28,3
"012-054","12-Saint-Sulpice","54",34,11,24,14
"012-055","12-Saint-Sulpice","55",36,10,29,11
"012-056","12-Saint-Sulpice","56",45,24,44,12
"012-057","12-Saint-Sulpice","57",43,14,27,4
"012-058","12-Saint-Sulpice","58",55,11,35,10
"012-059","12-Saint-Sulpice","59",26,39,18,20
"012-006","12-Saint-Sulpice","6",50,38,32,26
"012-060","12-Saint-Sulpice","60",22,8,37,15
"012-602","12-Saint-Sulpice","602",299,172,171,129
"012-061","12-Saint-Sulpice","61",16,10,27,6
"012-062","12-Saint-Sulpice","62",25,9,8,6
"012-063","12-Saint-Sulpice","63",34,8,21,5
"012-064","12-Saint-Sulpice","64",17,17,15,3
"012-065","12-Saint-Sulpice","65",39,24,27,14
"012-066","12-Saint-Sulpice","66",33,20,24,12
"012-067","12-Saint-Sulpice","67",30,19,31,14
"012-068","12-Saint-Sulpice","68",49,10,19,4
"012-069","12-Saint-Sulpice","69",31,12,20,12
"012-007","12-Saint-Sulpice","7",61,16,13,18
"012-070","12-Saint-Sulpice","70",43,17,21,6
"012-071","12-Saint-Sulpice","71",35,18,12,5
"012-072","12-Saint-Sulpice","72",19,4,9,0
"012-073","12-Saint-Sulpice","73",32,10,13,8
"012-074","12-Saint-Sulpice","74",19,18,28,8
"012-075","12-Saint-Sulpice","75",18,41,30,3
"012-076","12-Saint-Sulpice","76",33,26,13,16
"012-008","12-Saint-Sulpice","8",53,12,29,14
"012-009","12-Saint-Sulpice","9",48,11,18,33
"012-901","12-Saint-Sulpice","901",42,21,18,13
"012-902","12-Saint-Sulpice","902",37,16,20,19
"012-903","12-Saint-Sulpice","903",51,19,26,20
"012-904","12-Saint-Sulpice","904",44,23,34,32
"012-905","12-Saint-Sulpice","905",58,25,20,19
"012-906","12-Saint-Sulpice","906",47,29,24,15
"012-907","12-Saint-Sulpice","907",30,25,19,15
"012-908","12-Saint-Sulpice","908",25,36,30,11
"012-909","12-Saint-Sulpice","909",5,9,13,1
"012-910","12-Saint-Sulpice","910",9,0,1,0
"012-911","12-Saint-Sulpice","911",25,5,9,5
"012-912","12-Saint-Sulpice","912",73,9,19,9
"012-913","12-Saint-Sulpice","913",19,10,9,2
"121-001","121-La Pointe-aux-Prairies","1",43,20,55,15
"121-010","121-La Pointe-aux-Prairies","10",59,24,48,25
"121-100","121-La Pointe-aux-Prairies","100",39,19,23,6
"121-101","121-La Pointe-aux-Prairies","101",45,20,27,4
"121-102","121-La Pointe-aux-Prairies","102",48,8,13,8
"121-103","121-La Pointe-aux-Prairies","103",76,5,22,4
"121-104","121-La Pointe-aux-Prairies","104",83,11,18,16
"121-011","121-La Pointe-aux-Prairies","11",24,22,40,16
"121-012","121-La Pointe-aux-Prairies","12",45,29,33,17
"121-013","121-La Pointe-aux-Prairies","13",53,27,38,26
"121-014","121-La Pointe-aux-Prairies","14",42,19,30,13
"121-015","121-La Pointe-aux-Prairies","15",37,20,46,11
"121-016","121-La Pointe-aux-Prairies","16",14,6,25,3
"121-017","121-La Pointe-aux-Prairies","17",29,14,28,12
"121-018","121-La Pointe-aux-Prairies","18",30,28,32,10
"121-019","121-La Pointe-aux-Prairies","19",40,18,32,10
"121-002","121-La Pointe-aux-Prairies","2",42,22,51,27
"121-020","121-La Pointe-aux-Prairies","20",46,22,22,19
"121-021","121-La Pointe-aux-Prairies","21",51,18,50,9
"121-022","121-La Pointe-aux-Prairies","22",44,18,34,18
"121-023","121-La Pointe-aux-Prairies","23",43,29,32,22
"121-024","121-La Pointe-aux-Prairies","24",44,21,21,18
"121-025","121-La Pointe-aux-Prairies","25",32,24,49,12
"121-026","121-La Pointe-aux-Prairies","26",40,36,49,18
"121-027","121-La Pointe-aux-Prairies","27",40,31,45,14
"121-028","121-La Pointe-aux-Prairies","28",36,30,36,11
"121-029","121-La Pointe-aux-Prairies","29",50,19,50,16
"121-003","121-La Pointe-aux-Prairies","3",40,12,29,16
"121-030","121-La Pointe-aux-Prairies","30",21,10,24,17
"121-031","121-La Pointe-aux-Prairies","31",25,4,8,1
"121-032","121-La Pointe-aux-Prairies","32",30,9,20,14
"121-033","121-La Pointe-aux-Prairies","33",38,11,19,3
"121-034","121-La Pointe-aux-Prairies","34",33,10,13,6
"121-035","121-La Pointe-aux-Prairies","35",40,5,18,10
"121-036","121-La Pointe-aux-Prairies","36",43,21,36,31
"121-037","121-La Pointe-aux-Prairies","37",56,19,78,15
"121-038","121-La Pointe-aux-Prairies","38",31,16,23,14
"121-039","121-La Pointe-aux-Prairies","39",57,36,31,21
"121-004","121-La Pointe-aux-Prairies","4",31,30,51,17
"121-040","121-La Pointe-aux-Prairies","40",11,8,16,7
"121-041","121-La Pointe-aux-Prairies","41",23,8,15,9
"121-042","121-La Pointe-aux-Prairies","42",43,20,41,17
"121-043","121-La Pointe-aux-Prairies","43",39,12,42,13
"121-044","121-La Pointe-aux-Prairies","44",34,14,22,9
"121-045","121-La Pointe-aux-Prairies","45",41,17,38,31
"121-046","121-La Pointe-aux-Prairies","46",45,20,39,13
"121-047","121-La Pointe-aux-Prairies","47",51,17,33,20
"121-048","121-La Pointe-aux-Prairies","48",24,8,23,10
"121-049","121-La Pointe-aux-Prairies","49",29,19,24,15
"121-005","121-La Pointe-aux-Prairies","5",43,9,52,19
"121-050","121-La Pointe-aux-Prairies","50",32,14,12,15
"121-051","121-La Pointe-aux-Prairies","51",50,18,33,20
"121-052","121-La Pointe-aux-Prairies","52",42,11,26,11
"121-053","121-La Pointe-aux-Prairies","53",37,6,28,8
"121-054","121-La Pointe-aux-Prairies","54",40,7,23,2
"121-055","121-La Pointe-aux-Prairies","55",47,16,28,13
"121-056","121-La Pointe-aux-Prairies","56",26,10,20,10
"121-057","121-La Pointe-aux-Prairies","57",50,16,42,9
"121-058","121-La Pointe-aux-Prairies","58",34,9,13,8
"121-059","121-La Pointe-aux-Prairies","59",31,24,34,17
"121-006","121-La Pointe-aux-Prairies","6",54,20,49,22
"121-060","121-La Pointe-aux-Prairies","60",8,8,21,6
"121-0NA","121-La Pointe-aux-Prairies","601A",192,34,94,31
"121-0NA","121-La Pointe-aux-Prairies","601B",160,36,56,14
"121-061","121-La Pointe-aux-Prairies","61",45,12,29,5
"121-062","121-La Pointe-aux-Prairies","62",41,7,22,6
"121-063","121-La Pointe-aux-Prairies","63",44,3,17,6
"121-064","121-La Pointe-aux-Prairies","64",46,16,23,9
"121-065","121-La Pointe-aux-Prairies","65",37,18,29,11
"121-066","121-La Pointe-aux-Prairies","66",43,8,29,4
"121-067","121-La Pointe-aux-Prairies","67",40,12,7,7
"121-068","121-La Pointe-aux-Prairies","68",30,21,21,5
"121-069","121-La Pointe-aux-Prairies","69",40,11,27,4
"121-007","121-La Pointe-aux-Prairies","7",43,12,26,21
"121-070","121-La Pointe-aux-Prairies","70",39,13,22,10
"121-071","121-La Pointe-aux-Prairies","71",39,12,17,10
"121-072","121-La Pointe-aux-Prairies","72",40,13,27,1
"121-073","121-La Pointe-aux-Prairies","73",38,12,23,7
"121-074","121-La Pointe-aux-Prairies","74",54,17,7,3
"121-075","121-La Pointe-aux-Prairies","75",38,8,18,11
"121-076","121-La Pointe-aux-Prairies","76",32,23,22,7
"121-077","121-La Pointe-aux-Prairies","77",49,7,20,5
"121-078","121-La Pointe-aux-Prairies","78",43,10,19,9
"121-079","121-La Pointe-aux-Prairies","79",54,8,24,4
"121-008","121-La Pointe-aux-Prairies","8",55,36,45,30
"121-080","121-La Pointe-aux-Prairies","80",54,25,13,14
"121-081","121-La Pointe-aux-Prairies","81",49,9,26,9
"121-082","121-La Pointe-aux-Prairies","82",37,5,16,2
"121-083","121-La Pointe-aux-Prairies","83",33,16,22,14
"121-084","121-La Pointe-aux-Prairies","84",61,14,38,11
"121-085","121-La Pointe-aux-Prairies","85",47,7,36,6
"121-086","121-La Pointe-aux-Prairies","86",49,22,26,14
"121-087","121-La Pointe-aux-Prairies","87",48,9,13,8
"121-088","121-La Pointe-aux-Prairies","88",34,13,12,5
"121-089","121-La Pointe-aux-Prairies","89",60,7,22,10
"121-009","121-La Pointe-aux-Prairies","9",55,18,32,22
"121-090","121-La Pointe-aux-Prairies","90",80,9,29,6
"121-901","121-La Pointe-aux-Prairies","901",32,7,24,8
"121-902","121-La Pointe-aux-Prairies","902",43,14,27,11
"121-903","121-La Pointe-aux-Prairies","903",33,4,21,9
"121-904","121-La Pointe-aux-Prairies","904",54,14,27,3
"121-905","121-La Pointe-aux-Prairies","905",70,14,18,12
"121-906","121-La Pointe-aux-Prairies","906",74,5,27,13
"121-907","121-La Pointe-aux-Prairies","907",26,9,10,7
"121-908","121-La Pointe-aux-Prairies","908",40,12,12,11
"121-909","121-La Pointe-aux-Prairies","909",25,3,12,14
"121-091","121-La Pointe-aux-Prairies","91",41,11,12,11
"121-910","121-La Pointe-aux-Prairies","910",58,16,17,10
"121-911","121-La Pointe-aux-Prairies","911",39,4,19,1
"121-912","121-La Pointe-aux-Prairies","912",39,1,13,2
"121-913","121-La Pointe-aux-Prairies","913",43,5,10,6
"121-914","121-La Pointe-aux-Prairies","914",28,1,5,4
"121-915","121-La Pointe-aux-Prairies","915",49,4,11,2
"121-916","121-La Pointe-aux-Prairies","916",14,1,8,1
"121-917","121-La Pointe-aux-Prairies","917",18,4,7,1
"121-918","121-La Pointe-aux-Prairies","918",16,1,3,0
"121-092","121-La Pointe-aux-Prairies","92",52,4,21,3
"121-093","121-La Pointe-aux-Prairies","93",47,11,16,7
"121-094","121-La Pointe-aux-Prairies","94",44,7,7,4
"121-095","121-La Pointe-aux-Prairies","95",47,12,15,1
"121-096","121-La Pointe-aux-Prairies","96",70,1,19,5
"121-097","121-La Pointe-aux-Prairies","97",35,10,27,11
"121-098","121-La Pointe-aux-Prairies","98",57,12,35,7
"121-099","121-La Pointe-aux-Prairies","99",59,16,25,5
"122-001","122-Pointe-aux-Trembles","1",32,21,22,26
"122-010","122-Pointe-aux-Trembles","10",50,19,47,15
"122-011","122-Pointe-aux-Trembles","11",77,11,8,11
"122-012","122-Pointe-aux-Trembles","12",91,11,12,11
"122-013","122-Pointe-aux-Trembles","13",27,5,14,4
"122-014","122-Pointe-aux-Trembles","14",43,16,37,16
"122-015","122-Pointe-aux-Trembles","15",38,23,35,17
"122-016","122-Pointe-aux-Trembles","16",37,33,26,17
"122-017","122-Pointe-aux-Trembles","17",44,43,36,18
"122-018","122-Pointe-aux-Trembles","18",47,20,24,18
"122-019","122-Pointe-aux-Trembles","19",41,29,24,28
"122-002","122-Pointe-aux-Trembles","2",55,8,31,7
"122-020","122-Pointe-aux-Trembles","20",47,30,37,16
"122-021","122-Pointe-aux-Trembles","21",65,18,45,19
"122-022","122-Pointe-aux-Trembles","22",36,22,20,14
"122-023","122-Pointe-aux-Trembles","23",55,25,26,29
"122-024","122-Pointe-aux-Trembles","24",52,18,26,13
"122-025","122-Pointe-aux-Trembles","25",65,25,58,27
"122-026","122-Pointe-aux-Trembles","26",54,20,31,8
"122-027","122-Pointe-aux-Trembles","27",46,30,34,18
"122-028","122-Pointe-aux-Trembles","28",47,24,19,11
"122-029","122-Pointe-aux-Trembles","29",38,20,45,14
"122-003","122-Pointe-aux-Trembles","3",39,16,31,13
"122-030","122-Pointe-aux-Trembles","30",41,12,46,15
"122-031","122-Pointe-aux-Trembles","31",87,10,7,9
"122-032","122-Pointe-aux-Trembles","32",36,25,39,22
"122-033","122-Pointe-aux-Trembles","33",24,20,24,10
"122-034","122-Pointe-aux-Trembles","34",46,24,65,20
"122-035","122-Pointe-aux-Trembles","35",63,23,27,23
"122-036","122-Pointe-aux-Trembles","36",39,14,30,9
"122-037","122-Pointe-aux-Trembles","37",57,24,21,9
"122-038","122-Pointe-aux-Trembles","38",37,9,19,7
"122-039","122-Pointe-aux-Trembles","39",35,23,26,9
"122-004","122-Pointe-aux-Trembles","4",20,24,18,10
"122-040","122-Pointe-aux-Trembles","40",44,23,26,10
"122-041","122-Pointe-aux-Trembles","41",54,31,55,20
"122-042","122-Pointe-aux-Trembles","42",39,6,23,8
"122-043","122-Pointe-aux-Trembles","43",22,12,16,6
"122-044","122-Pointe-aux-Trembles","44",18,11,11,10
"122-045","122-Pointe-aux-Trembles","45",36,17,10,3
"122-046","122-Pointe-aux-Trembles","46",53,18,24,13
"122-047","122-Pointe-aux-Trembles","47",26,11,33,15
"122-048","122-Pointe-aux-Trembles","48",21,9,25,8
"122-049","122-Pointe-aux-Trembles","49",21,8,9,7
"122-005","122-Pointe-aux-Trembles","5",38,25,31,5
"122-050","122-Pointe-aux-Trembles","50",43,14,37,14
"122-051","122-Pointe-aux-Trembles","51",50,49,36,18
"122-052","122-Pointe-aux-Trembles","52",40,15,44,20
"122-053","122-Pointe-aux-Trembles","53",29,14,21,12
"122-054","122-Pointe-aux-Trembles","54",55,20,30,22
"122-055","122-Pointe-aux-Trembles","55",48,29,41,20
"122-056","122-Pointe-aux-Trembles","56",61,25,42,22
"122-057","122-Pointe-aux-Trembles","57",63,44,33,17
"122-058","122-Pointe-aux-Trembles","58",39,35,33,15
"122-059","122-Pointe-aux-Trembles","59",32,21,30,10
"122-006","122-Pointe-aux-Trembles","6",36,24,19,14
"122-060","122-Pointe-aux-Trembles","60",38,8,22,4
"122-602","122-Pointe-aux-Trembles","602",397,83,172,78
"122-061","122-Pointe-aux-Trembles","61",39,9,34,11
"122-062","122-Pointe-aux-Trembles","62",45,12,20,14
"122-063","122-Pointe-aux-Trembles","63",24,19,19,18
"122-064","122-Pointe-aux-Trembles","64",27,20,24,11
"122-065","122-Pointe-aux-Trembles","65",34,18,25,19
"122-066","122-Pointe-aux-Trembles","66",39,24,26,11
"122-067","122-Pointe-aux-Trembles","67",38,16,41,9
"122-068","122-Pointe-aux-Trembles","68",63,21,33,11
"122-069","122-Pointe-aux-Trembles","69",52,12,24,17
"122-007","122-Pointe-aux-Trembles","7",63,39,34,14
"122-070","122-Pointe-aux-Trembles","70",47,16,28,9
"122-071","122-Pointe-aux-Trembles","71",44,11,51,10
"122-072","122-Pointe-aux-Trembles","72",45,10,26,12
"122-073","122-Pointe-aux-Trembles","73",43,8,23,7
"122-074","122-Pointe-aux-Trembles","74",40,21,34,14
"122-075","122-Pointe-aux-Trembles","75",41,22,30,5
"122-076","122-Pointe-aux-Trembles","76",44,22,28,11
"122-077","122-Pointe-aux-Trembles","77",42,17,22,12
"122-078","122-Pointe-aux-Trembles","78",40,14,33,6
"122-079","122-Pointe-aux-Trembles","79",25,13,31,7
"122-008","122-Pointe-aux-Trembles","8",48,26,48,22
"122-080","122-Pointe-aux-Trembles","80",34,16,15,1
"122-081","122-Pointe-aux-Trembles","81",26,18,15,2
"122-082","122-Pointe-aux-Trembles","82",46,27,21,24
"122-083","122-Pointe-aux-Trembles","83",28,10,23,11
"122-084","122-Pointe-aux-Trembles","84",22,18,15,11
"122-085","122-Pointe-aux-Trembles","85",26,13,22,15
"122-009","122-Pointe-aux-Trembles","9",51,22,35,28
"122-901","122-Pointe-aux-Trembles","901",48,12,29,8
"122-902","122-Pointe-aux-Trembles","902",38,9,10,10
"122-903","122-Pointe-aux-Trembles","903",47,11,10,6
"122-904","122-Pointe-aux-Trembles","904",75,14,30,17
"122-905","122-Pointe-aux-Trembles","905",41,4,15,10
"122-906","122-Pointe-aux-Trembles","906",39,3,8,6
"122-907","122-Pointe-aux-Trembles","907",24,6,11,5
"122-908","122-Pointe-aux-Trembles","908",21,2,7,7
"122-909","122-Pointe-aux-Trembles","909",52,9,22,7
"122-910","122-Pointe-aux-Trembles","910",54,12,16,9
"122-911","122-Pointe-aux-Trembles","911",68,6,15,7
"122-912","122-Pointe-aux-Trembles","912",57,21,14,10
"122-913","122-Pointe-aux-Trembles","913",33,11,15,1
"122-914","122-Pointe-aux-Trembles","914",35,11,19,8
"122-915","122-Pointe-aux-Trembles","915",72,7,18,5
"123-001","123-Rivière-des-Prairies","1",49,18,28,16
"123-010","123-Rivière-des-Prairies","10",76,2,28,7
"123-011","123-Rivière-des-Prairies","11",61,4,29,0
"123-012","123-Rivière-des-Prairies","12",22,4,14,6
"123-013","123-Rivière-des-Prairies","13",59,5,25,9
"123-014","123-Rivière-des-Prairies","14",38,2,17,7
"123-015","123-Rivière-des-Prairies","15",45,7,7,5
"123-016","123-Rivière-des-Prairies","16",58,11,17,10
"123-017","123-Rivière-des-Prairies","17",51,4,11,5
"123-018","123-Rivière-des-Prairies","18",46,11,15,4
"123-019","123-Rivière-des-Prairies","19",77,5,20,1
"123-002","123-Rivière-des-Prairies","2",38,9,17,6
"123-020","123-Rivière-des-Prairies","20",43,5,28,7
"123-021","123-Rivière-des-Prairies","21",30,4,5,5
"123-022","123-Rivière-des-Prairies","22",45,9,14,7
"123-023","123-Rivière-des-Prairies","23",49,14,10,1
"123-024","123-Rivière-des-Prairies","24",45,1,5,7
"123-025","123-Rivière-des-Prairies","25",46,3,23,7
"123-026","123-Rivière-des-Prairies","26",40,9,21,8
"123-027","123-Rivière-des-Prairies","27",43,9,23,9
"123-028","123-Rivière-des-Prairies","28",43,10,15,10
"123-029","123-Rivière-des-Prairies","29",33,3,20,3
"123-003","123-Rivière-des-Prairies","3",43,7,20,10
"123-030","123-Rivière-des-Prairies","30",38,6,10,5
"123-031","123-Rivière-des-Prairies","31",39,11,14,2
"123-032","123-Rivière-des-Prairies","32",39,5,14,1
"123-033","123-Rivière-des-Prairies","33",40,2,13,10
"123-034","123-Rivière-des-Prairies","34",51,5,3,3
"123-035","123-Rivière-des-Prairies","35",40,3,19,6
"123-036","123-Rivière-des-Prairies","36",50,10,16,5
"123-037","123-Rivière-des-Prairies","37",63,9,16,5
"123-038","123-Rivière-des-Prairies","38",59,9,21,8
"123-039","123-Rivière-des-Prairies","39",51,12,36,10
"123-004","123-Rivière-des-Prairies","4",44,7,13,5
"123-040","123-Rivière-des-Prairies","40",51,6,14,3
"123-041","123-Rivière-des-Prairies","41",43,14,29,16
"123-042","123-Rivière-des-Prairies","42",57,3,27,7
"123-043","123-Rivière-des-Prairies","43",38,9,22,9
"123-044","123-Rivière-des-Prairies","44",60,5,19,4
"123-045","123-Rivière-des-Prairies","45",32,13,10,4
"123-046","123-Rivière-des-Prairies","46",60,11,22,5
"123-047","123-Rivière-des-Prairies","47",59,17,11,5
"123-048","123-Rivière-des-Prairies","48",27,13,16,4
"123-049","123-Rivière-des-Prairies","49",40,3,15,10
"123-005","123-Rivière-des-Prairies","5",71,10,17,13
"123-050","123-Rivière-des-Prairies","50",56,16,22,8
"123-051","123-Rivière-des-Prairies","51",42,10,18,6
"123-052","123-Rivière-des-Prairies","52",68,10,29,3
"123-053","123-Rivière-des-Prairies","53",51,10,15,4
"123-054","123-Rivière-des-Prairies","54",28,13,18,4
"123-055","123-Rivière-des-Prairies","55",45,13,8,3
"123-056","123-Rivière-des-Prairies","56",61,8,4,1
"123-057","123-Rivière-des-Prairies","57",59,9,15,2
"123-058","123-Rivière-des-Prairies","58",47,12,16,5
"123-059","123-Rivière-des-Prairies","59",65,10,14,5
"123-006","123-Rivière-des-Prairies","6",42,16,15,5
"123-060","123-Rivière-des-Prairies","60",43,5,8,5
"123-603","123-Rivière-des-Prairies","603",397,49,94,40
"123-061","123-Rivière-des-Prairies","61",47,6,4,7
"123-062","123-Rivière-des-Prairies","62",44,18,24,3
"123-063","123-Rivière-des-Prairies","63",48,10,13,3
"123-064","123-Rivière-des-Prairies","64",37,17,13,3
